No.,Time,Source,Destination,Protocol,Length,URLs
10369,101.200345,18.64.141.129,10.200.52.16,TCP,1404,[]
14747,150.955885,10.200.52.16,18.64.141.129,TCP,90,[]
17881,191.737584,18.64.141.129,10.200.52.16,TCP,1494,[]
8843,81.23996,18.64.141.129,10.200.52.16,TCP,1494,[]
11258,110.949451,10.200.52.16,18.64.141.129,TCP,54,[]
1334,10.787505,10.200.52.16,18.64.141.129,TCP,54,[]
14259,150.768611,18.64.141.129,10.200.52.16,TCP,1494,[]
14202,150.667071,10.200.52.16,18.64.141.129,TCP,54,[]
10449,101.24514,18.64.141.129,10.200.52.16,TCP,1494,[]
6536,54.288636,104.18.2.161,10.200.52.16,UDP,1242,[]
1985,20.76444,18.64.141.129,10.200.52.16,TCP,1494,[]
5150,49.10209,104.18.2.161,10.200.52.16,UDP,1242,[]
2436,21.001245,18.64.141.129,10.200.52.16,TCP,1494,[]
12034,120.96015,18.64.141.129,10.200.52.16,TCP,1494,[]
20016,220.977209,18.64.141.129,10.200.52.16,TCP,1494,[]
5479,50.715719,10.200.52.16,18.64.141.129,TCP,54,[]
15903,170.719609,18.64.141.129,10.200.52.16,TCP,1494,[]
15119,160.784284,10.200.52.16,18.64.141.129,TCP,54,[]
15522,160.957436,18.64.141.129,10.200.52.16,TCP,1494,[]
11467,114.596795,172.217.21.37,10.200.52.16,TLSv1.2,1466,[]
3921,40.859085,18.64.141.129,10.200.52.16,TCP,1494,[]
14661,150.947411,10.200.52.16,18.64.141.129,TCP,90,[]
10027,101.01291,131.253.33.200,10.200.52.16,TCP,60,[]
10303,101.192676,18.64.141.129,10.200.52.16,TCP,1494,[]
12177,120.973857,10.200.52.16,18.64.141.129,TCP,54,[]
6888,60.750776,18.64.141.129,10.200.52.16,TCP,1494,[]
8827,81.236426,18.64.141.129,10.200.52.16,TCP,1494,[]
2814,26.299267,13.107.6.158,10.200.52.16,TLSv1.2,92,[]
8148,76.209871,10.200.52.16,142.250.181.46,UDP,75,[]
537,0.721467,18.64.141.129,10.200.52.16,TCP,1494,[]
10281,101.190201,10.200.52.16,18.64.141.129,TCP,66,[]
1140,10.636352,10.200.52.16,18.64.141.129,TCP,54,[]
14944,160.016024,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
4117,41.225462,10.200.52.16,18.64.141.129,TCP,66,[]
12982,131.284433,10.200.52.16,18.64.141.129,TCP,74,[]
19782,220.674177,18.64.141.129,10.200.52.16,TCP,1494,[]
5184,49.353429,104.18.2.161,10.200.52.16,UDP,292,[]
12741,131.206085,10.200.52.16,18.64.141.129,TCP,66,[]
618,0.727852,10.200.52.16,18.64.141.129,TCP,54,[]
1311,10.785848,18.64.141.129,10.200.52.16,TCP,1494,[]
17638,191.106728,18.64.141.129,10.200.52.16,TCP,1494,[]
18758,201.811555,18.64.141.129,10.200.52.16,TCP,1494,[]
3252,30.92556,18.64.141.129,10.200.52.16,TCP,1494,[]
3548,31.060918,10.200.52.16,18.64.141.129,TCP,54,[]
17683,191.198994,10.200.52.16,18.64.141.129,TCP,54,[]
9606,90.996047,18.64.141.129,10.200.52.16,TCP,1494,[]
20329,221.097064,10.200.52.16,18.64.141.129,TCP,54,[]
16117,170.86832,10.200.52.16,18.64.141.129,TCP,54,[]
8399,81.020858,18.64.141.129,10.200.52.16,TCP,1494,[]
17416,190.650006,10.200.52.16,18.64.141.129,TCP,74,[]
9017,90.496091,18.64.141.129,10.200.52.16,TCP,1494,[]
2210,20.916199,10.200.52.16,18.64.141.129,TCP,66,[]
10549,105.059186,104.26.8.139,10.200.52.16,TCP,60,[]
15661,161.081287,18.64.141.129,10.200.52.16,TCP,1494,[]
1122,10.635166,10.200.52.16,18.64.141.129,TCP,54,[]
2657,21.48864,172.217.17.46,10.200.52.16,UDP,262,[]
3479,31.058121,18.64.141.129,10.200.52.16,TCP,1494,[]
14559,150.934252,18.64.141.129,10.200.52.16,TCP,1494,[]
17546,190.896549,18.64.141.129,10.200.52.16,TCP,1494,[]
14242,150.766878,10.200.52.16,18.64.141.129,TCP,54,[]
6848,60.737282,18.64.141.129,10.200.52.16,TCP,1494,[]
11083,110.927977,18.64.141.129,10.200.52.16,TCP,1494,[]
20392,226.259927,172.217.17.35,10.200.52.16,UDP,162,[]
3527,31.059081,18.64.141.129,10.200.52.16,TCP,1494,[]
17510,190.829613,10.200.52.16,18.64.141.129,TCP,74,[]
1836,20.608783,18.64.141.129,10.200.52.16,TCP,1494,[]
5565,50.850861,18.64.141.129,10.200.52.16,TCP,1494,[]
15074,160.642907,18.64.141.129,10.200.52.16,TCP,1494,[]
9424,90.966832,18.64.141.129,10.200.52.16,TCP,1494,[]
1043,10.634217,18.64.141.129,10.200.52.16,TCP,1494,[]
9730,96.017521,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
12701,131.201454,18.64.141.129,10.200.52.16,TCP,1494,[]
983,10.480124,18.64.141.129,10.200.52.16,TCP,1494,[]
6240,51.934215,10.200.52.16,172.217.19.202,UDP,1292,[]
19756,220.654826,10.200.52.16,18.64.141.129,TCP,54,[]
11231,110.945955,18.64.141.129,10.200.52.16,TCP,1494,[]
2597,21.232313,172.217.17.46,10.200.52.16,UDP,1292,[]
5509,50.818955,10.200.52.16,18.64.141.129,TCP,54,[]
4489,41.667391,10.200.52.16,18.64.141.129,TCP,66,[]
20106,221.002814,10.200.52.16,18.64.141.129,TCP,54,[]
378,0.702402,18.64.141.129,10.200.52.16,TCP,1494,[]
358,0.566588,10.200.52.16,18.64.141.129,TCP,54,[]
17291,181.28017,18.64.141.129,10.200.52.16,TCP,1494,[]
8355,80.988747,18.64.141.129,10.200.52.16,TCP,1494,[]
13876,140.93058,10.200.52.16,18.64.141.129,TCP,66,[]
15081,160.643714,18.64.141.129,10.200.52.16,TCP,1494,[]
8014,71.015097,18.64.141.129,10.200.52.16,TCP,1494,[]
14785,150.960701,10.200.52.16,18.64.141.129,TCP,82,[]
9163,90.801145,10.200.52.16,18.64.141.129,TCP,54,[]
10646,110.463642,10.200.52.16,18.64.141.129,TCP,54,[]
2235,20.91805,18.64.141.129,10.200.52.16,TCP,1494,[]
17751,191.389515,18.64.141.129,10.200.52.16,TCP,1494,[]
9290,90.827489,10.200.52.16,18.64.141.129,TCP,54,[]
15990,170.732617,18.64.141.129,10.200.52.16,TCP,1494,[]
19504,211.160376,18.64.141.129,10.200.52.16,TCP,1494,[]
15834,170.571432,10.200.52.16,18.64.141.129,TCP,66,[]
4353,41.559803,10.200.52.16,18.64.141.129,TCP,54,[]
9004,90.493223,18.64.141.129,10.200.52.16,TCP,1494,[]
12971,131.243422,10.200.52.16,142.250.181.46,UDP,1292,[]
13710,140.908678,18.64.141.129,10.200.52.16,TCP,1494,[]
5972,51.068151,18.64.141.129,10.200.52.16,TCP,1494,[]
18557,201.577346,18.64.141.129,10.200.52.16,TCP,1494,[]
4951,46.542713,104.18.2.161,10.200.52.16,UDP,1031,[]
13737,140.911378,18.64.141.129,10.200.52.16,TCP,1494,[]
2719,21.618602,172.217.19.170,10.200.52.16,TLSv1.3,175,[]
13341,140.597438,18.64.141.129,10.200.52.16,TCP,1494,[]
1257,10.781574,10.200.52.16,18.64.141.129,TCP,54,[]
2641,21.434345,10.200.52.16,8.8.4.4,TCP,54,[]
4319,41.528695,18.64.141.129,10.200.52.16,TCP,1494,[]
19387,211.096424,18.64.141.129,10.200.52.16,TCP,1494,[]
2653,21.488515,172.217.17.46,10.200.52.16,UDP,1292,[]
5735,50.973428,18.64.141.129,10.200.52.16,TCP,1494,[]
11052,110.923966,18.64.141.129,10.200.52.16,TCP,1494,[]
18649,201.693626,10.200.52.16,18.64.141.129,TCP,54,[]
16169,170.890211,10.200.52.16,18.64.141.129,TCP,66,[]
15134,160.786205,18.64.141.129,10.200.52.16,TCP,1494,[]
1337,10.787744,18.64.141.129,10.200.52.16,TCP,1494,[]
114,0.405434,10.200.52.16,18.64.141.129,TCP,66,[]
7794,70.952738,18.64.141.129,10.200.52.16,TCP,1494,[]
8963,88.634132,172.217.21.37,10.200.52.16,TCP,66,[]
18353,201.141998,10.200.52.16,18.64.141.129,TCP,82,[]
14069,150.327145,18.64.141.129,10.200.52.16,TCP,451,[]
4287,41.499562,18.64.141.129,10.200.52.16,TCP,1494,[]
11959,120.951189,10.200.52.16,18.64.141.129,TCP,54,[]
14399,150.883629,18.64.141.129,10.200.52.16,TCP,1494,[]
5020,47.523839,10.200.52.16,104.18.2.161,UDP,87,[]
13313,140.449794,10.200.52.16,18.64.141.129,TCP,54,[]
4731,43.521696,10.200.52.16,104.225.98.129,TCP,54,[]
19674,220.343285,18.64.141.129,10.200.52.16,TCP,1494,[]
9623,90.998073,10.200.52.16,18.64.141.129,TCP,54,[]
381,0.70317,10.200.52.16,18.64.141.129,TCP,54,[]
5275,50.096005,10.200.52.16,104.18.2.161,UDP,88,[]
14214,150.764093,18.64.141.129,10.200.52.16,TCP,1494,[]
16715,181.013907,18.64.141.129,10.200.52.16,TCP,1494,[]
20301,221.073962,10.200.52.16,18.64.141.129,TCP,54,[]
10171,101.175459,18.64.141.129,10.200.52.16,TCP,1494,[]
136,0.40852,18.64.141.129,10.200.52.16,TCP,1494,[]
9452,90.971177,10.200.52.16,18.64.141.129,TCP,54,[]
5130,48.845654,10.200.52.16,104.18.2.161,UDP,86,[]
18273,200.94151,18.64.141.129,10.200.52.16,TCP,1494,[]
17768,191.447758,18.64.141.129,10.200.52.16,TCP,1494,[]
16861,181.130355,18.64.141.129,10.200.52.16,TCP,1494,[]
17292,181.280194,10.200.52.16,18.64.141.129,TCP,54,[]
13433,140.608336,18.64.141.129,10.200.52.16,TCP,1494,[]
13070,131.292848,10.200.52.16,18.64.141.129,TCP,54,[]
7511,70.657253,10.200.52.16,18.64.141.129,TCP,66,[]
4942,46.538587,104.18.2.161,10.200.52.16,UDP,1007,[]
2088,20.880213,18.64.141.129,10.200.52.16,TCP,1494,[]
10242,101.185204,10.200.52.16,18.64.141.129,TCP,54,[]
9544,90.985487,10.200.52.16,18.64.141.129,TCP,54,[]
10538,103.670372,204.79.197.200,10.200.52.16,TLSv1.2,123,[]
3998,40.937543,10.200.52.16,18.64.141.129,TCP,90,[]
8422,81.026215,18.64.141.129,10.200.52.16,TCP,1494,[]
7153,60.905372,10.200.52.16,18.64.141.129,TCP,54,[]
4744,43.573505,172.217.21.37,10.200.52.16,TLSv1.2,112,[]
17340,190.314174,18.64.141.129,10.200.52.16,TCP,1334,[]
3289,31.036967,18.64.141.129,10.200.52.16,TCP,1494,[]
9512,90.980098,10.200.52.16,18.64.141.129,TCP,66,[]
426,0.708624,10.200.52.16,18.64.141.129,TCP,54,[]
16073,170.742268,18.64.141.129,10.200.52.16,TCP,1494,[]
17421,190.666911,18.64.141.129,10.200.52.16,TCP,1494,[]
15568,160.962362,18.64.141.129,10.200.52.16,TCP,1494,[]
15330,160.935013,10.200.52.16,18.64.141.129,TCP,54,[]
5996,51.075827,10.200.52.16,18.64.141.129,TCP,54,[]
8504,81.109898,10.200.52.16,18.64.141.129,TCP,66,[]
8427,81.028484,10.200.52.16,18.64.141.129,TCP,54,[]
17602,191.019218,18.64.141.129,10.200.52.16,TCP,1494,[]
13874,140.930429,10.200.52.16,18.64.141.129,TCP,66,[]
18448,201.357932,18.64.141.129,10.200.52.16,TCP,1494,[]
6341,52.57939,10.200.52.16,104.18.2.161,UDP,87,[]
17499,190.810179,18.64.141.129,10.200.52.16,TCP,1494,[]
15622,160.966438,10.200.52.16,18.64.141.129,TCP,66,[]
3215,30.751111,18.64.141.129,10.200.52.16,TCP,1494,[]
20365,225.343792,13.107.42.14,10.200.52.16,TCP,60,[]
1834,20.607778,18.64.141.129,10.200.52.16,TCP,1494,[]
3659,32.233224,142.250.181.46,10.200.52.16,UDP,67,[]
14663,150.947547,10.200.52.16,18.64.141.129,TCP,90,[]
5023,47.563919,104.18.2.161,10.200.52.16,UDP,1201,[]
18867,210.392987,18.64.141.129,10.200.52.16,TCP,1494,[]
15829,170.57104,10.200.52.16,18.64.141.129,TCP,54,[]
9961,101.003392,18.64.141.129,10.200.52.16,TCP,1494,[]
14072,150.327312,10.200.52.16,18.64.141.129,TCP,54,[]
8139,76.207809,10.200.52.16,142.250.181.46,UDP,1292,[]
15140,160.787028,18.64.141.129,10.200.52.16,TCP,1494,[]
11324,110.95777,18.64.141.129,10.200.52.16,TCP,1494,[]
15777,170.420619,18.64.141.129,10.200.52.16,TCP,1494,[]
654,0.730619,18.64.141.129,10.200.52.16,TCP,1494,[]
18293,200.989236,10.200.52.16,18.64.141.129,TCP,74,[]
18542,201.555044,18.64.141.129,10.200.52.16,TCP,1494,[]
3235,30.753067,18.64.141.129,10.200.52.16,TCP,1110,[]
15280,160.804588,18.64.141.129,10.200.52.16,TCP,1494,[]
2727,21.680234,13.107.6.158,10.200.52.16,TCP,60,[]
1114,10.635114,18.64.141.129,10.200.52.16,TCP,1494,[]
20315,221.079928,18.64.141.129,10.200.52.16,TCP,1494,[]
12232,121.037023,10.200.52.16,18.64.141.129,TCP,54,[]
374,0.702174,18.64.141.129,10.200.52.16,TCP,253,[]
2100,20.881441,10.200.52.16,18.64.141.129,TCP,66,[]
7754,70.940288,18.64.141.129,10.200.52.16,TCP,1494,[]
2994,30.589558,10.200.52.16,18.64.141.129,TCP,54,[]
5941,51.060804,18.64.141.129,10.200.52.16,TCP,1494,[]
1276,10.783061,18.64.141.129,10.200.52.16,TCP,1494,[]
10039,101.113657,18.64.141.129,10.200.52.16,TCP,1494,[]
4305,41.518425,10.200.52.16,18.64.141.129,TCP,66,[]
19749,220.651164,10.200.52.16,18.64.141.129,TCP,54,[]
5372,50.560829,104.18.2.161,10.200.52.16,UDP,526,[]
12284,127.075053,13.107.42.14,10.200.52.16,TCP,60,[]
2133,20.903731,20.207.199.231,10.200.52.16,TLSv1.2,92,[]
17130,181.183897,18.64.141.129,10.200.52.16,TCP,1494,[]
16660,180.980655,18.64.141.129,10.200.52.16,TCP,1494,[]
16473,173.954041,10.200.52.16,172.217.19.202,UDP,1292,[]
18067,195.343831,13.107.42.14,10.200.52.16,TCP,60,[]
14422,150.91403,18.64.141.129,10.200.52.16,TCP,1494,[]
9318,90.94678,10.200.52.16,18.64.141.129,TCP,54,[]
8800,81.233667,18.64.141.129,10.200.52.16,TCP,1494,[]
11237,110.94639,18.64.141.129,10.200.52.16,TCP,1494,[]
14112,150.464622,18.64.141.129,10.200.52.16,TCP,1494,[]
6142,51.522571,104.18.2.161,10.200.52.16,UDP,1242,[]
863,10.175438,18.64.141.129,10.200.52.16,TCP,1494,[]
17551,190.903905,10.200.52.16,18.64.141.129,TCP,82,[]
14017,140.946089,18.64.141.129,10.200.52.16,TCP,1494,[]
10480,101.294438,10.200.52.16,18.64.141.129,TCP,54,[]
10350,101.197429,18.64.141.129,10.200.52.16,TCP,1494,[]
1721,15.187649,172.217.17.35,10.200.52.16,UDP,854,[]
16278,170.892845,18.64.141.129,10.200.52.16,TCP,1494,[]
5107,48.619168,10.200.52.16,104.18.2.161,UDP,87,[]
13323,140.45094,18.64.141.129,10.200.52.16,TCP,1494,[]
18912,210.555624,10.200.52.16,18.64.141.129,TCP,54,[]
16512,180.31314,10.200.52.16,13.107.42.14,TLSv1.2,96,[]
639,0.729478,18.64.141.129,10.200.52.16,TCP,1494,[]
20011,220.957644,10.200.52.16,18.64.141.129,TCP,66,[]
4133,41.254534,18.64.141.129,10.200.52.16,TCP,1494,[]
4623,41.75764,10.200.52.16,18.64.141.129,TCP,54,[]
567,0.723372,10.200.52.16,18.64.141.129,TCP,54,[]
16419,170.904648,18.64.141.129,10.200.52.16,TCP,1494,[]
11400,112.017128,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
19898,220.830144,18.64.141.129,10.200.52.16,TCP,1494,[]
19078,210.881886,18.64.141.129,10.200.52.16,TCP,1494,[]
1306,10.785459,10.200.52.16,18.64.141.129,TCP,66,[]
7678,70.819563,10.200.52.16,18.64.141.129,TCP,54,[]
4304,41.518383,18.64.141.129,10.200.52.16,TCP,1494,[]
10467,101.293609,18.64.141.129,10.200.52.16,TCP,1494,[]
8754,81.214027,10.200.52.16,18.64.141.129,TCP,54,[]
11409,112.541391,172.217.19.202,10.200.52.16,UDP,845,[]
10185,101.176825,10.200.52.16,18.64.141.129,TCP,66,[]
5512,50.820803,10.200.52.16,18.64.141.129,TCP,54,[]
5867,51.029024,10.200.52.16,18.64.141.129,TCP,54,[]
9631,90.998557,18.64.141.129,10.200.52.16,TCP,1494,[]
13076,131.2934,10.200.52.16,18.64.141.129,TCP,54,[]
15520,160.957234,10.200.52.16,18.64.141.129,TCP,54,[]
18991,210.827006,18.64.141.129,10.200.52.16,TCP,1494,[]
1796,20.458175,18.64.141.129,10.200.52.16,TCP,1494,[]
15864,170.574205,18.64.141.129,10.200.52.16,TCP,1494,[]
1058,10.634569,18.64.141.129,10.200.52.16,TCP,1494,[]
1965,20.762787,10.200.52.16,18.64.141.129,TCP,66,[]
2630,21.393353,10.200.52.16,8.8.4.4,DNS,106,[]
7758,70.940961,10.200.52.16,18.64.141.129,TCP,54,[]
10352,101.198549,18.64.141.129,10.200.52.16,TCP,1494,[]
18328,201.065377,18.64.141.129,10.200.52.16,TCP,1494,[]
18000,192.018482,18.64.141.129,10.200.52.16,TCP,1494,[]
7828,70.961576,18.64.141.129,10.200.52.16,TCP,1494,[]
9976,101.005362,10.200.52.16,18.64.141.129,TCP,54,[]
7663,70.815089,10.200.52.16,18.64.141.129,TCP,54,[]
8795,81.226981,10.200.52.16,18.64.141.129,TCP,54,[]
6799,60.6051,10.200.52.16,18.64.141.129,TCP,54,[]
6730,60.581508,18.64.141.129,10.200.52.16,TCP,1494,[]
6979,60.776109,18.64.141.129,10.200.52.16,TCP,1494,[]
12682,131.16676,18.64.141.129,10.200.52.16,TCP,1494,[]
5136,48.847671,104.18.2.161,10.200.52.16,UDP,1242,[]
2544,21.063004,10.200.52.16,18.64.141.129,TCP,54,[]
19524,211.177777,18.64.141.129,10.200.52.16,TCP,1494,[]
3885,40.748085,10.200.52.16,18.64.141.129,TCP,82,[]
18615,201.653018,10.200.52.16,18.64.141.129,TCP,54,[]
2276,20.921703,18.64.141.129,10.200.52.16,TCP,1494,[]
18897,210.549204,18.64.141.129,10.200.52.16,TCP,1494,[]
8966,90.017488,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
421,0.707994,18.64.141.129,10.200.52.16,TCP,1494,[]
285,0.560014,18.64.141.129,10.200.52.16,TCP,1494,[]
999,10.481561,18.64.141.129,10.200.52.16,TCP,1494,[]
10929,110.785,18.64.141.129,10.200.52.16,TCP,1494,[]
3182,30.748118,10.200.52.16,18.64.141.129,TCP,66,[]
13745,140.912171,18.64.141.129,10.200.52.16,TCP,1494,[]
18404,201.26505,18.64.141.129,10.200.52.16,TCP,1494,[]
6199,51.709928,10.200.52.16,104.18.2.161,UDP,87,[]
3835,39.458335,18.64.141.129,10.200.52.16,TCP,60,[]
18659,201.705485,10.200.52.16,18.64.141.129,TCP,54,[]
4769,44.10609,104.18.2.161,10.200.52.16,UDP,561,[]
3246,30.906815,18.64.141.129,10.200.52.16,TCP,1494,[]
4282,41.494396,10.200.52.16,18.64.141.129,TCP,54,[]
14867,151.129449,172.217.17.46,10.200.52.16,UDP,67,[]
17417,190.650899,18.64.141.129,10.200.52.16,TCP,1494,[]
18690,201.747212,18.64.141.129,10.200.52.16,TCP,1494,[]
12674,131.165886,10.200.52.16,18.64.141.129,TCP,54,[]
13740,140.911548,10.200.52.16,18.64.141.129,TCP,66,[]
11245,110.947197,18.64.141.129,10.200.52.16,TCP,1494,[]
8617,81.17655,10.200.52.16,18.64.141.129,TCP,54,[]
20286,221.068986,18.64.141.129,10.200.52.16,TCP,1494,[]
11119,110.933247,10.200.52.16,18.64.141.129,TCP,54,[]
11092,110.929143,10.200.52.16,18.64.141.129,TCP,54,[]
9697,93.222273,10.200.52.16,142.250.181.46,UDP,77,[]
11207,110.943732,18.64.141.129,10.200.52.16,TCP,1494,[]
161,0.410341,10.200.52.16,18.64.141.129,TCP,82,[]
13145,135.201898,10.200.52.16,224.0.0.251,MDNS,79,[]
10595,108.09179,10.200.52.16,172.217.17.35,UDP,1292,[]
683,0.732646,10.200.52.16,18.64.141.129,TCP,66,[]
6562,54.423574,10.200.52.16,104.18.2.161,UDP,87,[]
8824,81.235486,18.64.141.129,10.200.52.16,TCP,1494,[]
151,0.409699,10.200.52.16,18.64.141.129,TCP,66,[]
11663,120.788469,18.64.141.129,10.200.52.16,TCP,1494,[]
17183,181.223455,10.200.52.16,18.64.141.129,TCP,54,[]
3412,31.048203,10.200.52.16,18.64.141.129,TCP,66,[]
12379,130.921149,18.64.141.129,10.200.52.16,TCP,1494,[]
8757,81.214257,18.64.141.129,10.200.52.16,TCP,1494,[]
15468,160.951943,18.64.141.129,10.200.52.16,TCP,1494,[]
16517,180.558105,18.64.141.129,10.200.52.16,TCP,1494,[]
9556,90.987478,18.64.141.129,10.200.52.16,TCP,1494,[]
11107,110.931519,18.64.141.129,10.200.52.16,TCP,1494,[]
5944,51.060866,10.200.52.16,18.64.141.129,TCP,66,[]
11133,110.935052,10.200.52.16,18.64.141.129,TCP,66,[]
9153,90.798846,10.200.52.16,18.64.141.129,TCP,54,[]
7815,70.957108,18.64.141.129,10.200.52.16,TCP,1494,[]
4316,41.524816,104.16.87.20,10.200.52.16,TCP,60,[]
14255,150.768335,18.64.141.129,10.200.52.16,TCP,1494,[]
2662,21.498972,172.217.17.46,10.200.52.16,UDP,713,[]
20374,226.100275,8.8.4.4,10.200.52.16,TCP,60,[]
17867,191.693198,10.200.52.16,18.64.141.129,TCP,66,[]
14460,150.917933,18.64.141.129,10.200.52.16,TCP,1494,[]
3789,37.53589,104.225.98.129,10.200.52.16,TCP,66,[]
18759,201.811555,18.64.141.129,10.200.52.16,TCP,1494,[]
1277,10.783435,18.64.141.129,10.200.52.16,TCP,1494,[]
5333,50.485839,10.200.52.16,104.18.2.161,UDP,88,[]
6425,53.374168,10.200.52.16,104.18.2.161,UDP,87,[]
5573,50.856781,18.64.141.129,10.200.52.16,TCP,1494,[]
13242,138.452494,192.249.116.249,10.200.52.16,TLSv1.2,85,[]
117,0.405668,18.64.141.129,10.200.52.16,TCP,1494,[]
15713,170.186952,172.217.17.35,10.200.52.16,UDP,1292,[]
5690,50.91416,10.200.52.16,104.18.2.161,UDP,87,[]
8819,81.233857,18.64.141.129,10.200.52.16,TCP,1494,[]
15562,160.961984,18.64.141.129,10.200.52.16,TCP,1494,[]
1113,10.635114,18.64.141.129,10.200.52.16,TCP,1494,[]
13013,131.287473,10.200.52.16,18.64.141.129,TCP,54,[]
8296,80.868847,18.64.141.129,10.200.52.16,TCP,1494,[]
15222,160.798437,18.64.141.129,10.200.52.16,TCP,1494,[]
16428,170.906165,18.64.141.129,10.200.52.16,TCP,1494,[]
15954,170.728508,10.200.52.16,18.64.141.129,TCP,66,[]
10121,101.146249,18.64.141.129,10.200.52.16,TCP,1494,[]
3652,32.114812,10.200.52.16,8.8.4.4,TCP,54,[]
8046,71.024396,18.64.141.129,10.200.52.16,TCP,1494,[]
1256,10.781556,18.64.141.129,10.200.52.16,TCP,1494,[]
3685,32.261928,142.250.181.46,10.200.52.16,UDP,71,[]
11194,110.942584,10.200.52.16,18.64.141.129,TCP,54,[]
17904,191.781586,18.64.141.129,10.200.52.16,TCP,1494,[]
19370,211.092515,18.64.141.129,10.200.52.16,TCP,1494,[]
16604,180.860243,18.64.141.129,10.200.52.16,TCP,1494,[]
2482,21.005846,18.64.141.129,10.200.52.16,TCP,1494,[]
7726,70.931974,18.64.141.129,10.200.52.16,TCP,1494,[]
12928,131.240999,18.64.141.129,10.200.52.16,TCP,1494,[]
10604,108.137475,172.217.17.35,10.200.52.16,UDP,1292,[]
17889,191.752759,18.64.141.129,10.200.52.16,TCP,1494,[]
830,3.804448,10.200.52.16,142.251.31.101,UDP,74,[]
7764,70.942772,10.200.52.16,18.64.141.129,TCP,54,[]
1603,10.825371,10.200.52.16,18.64.141.129,TCP,90,[]
11615,120.642486,18.64.141.129,10.200.52.16,TCP,1494,[]
3059,30.738138,18.64.141.129,10.200.52.16,TCP,1494,[]
15368,160.939519,10.200.52.16,18.64.141.129,TCP,66,[]
11298,110.955388,10.200.52.16,18.64.141.129,TCP,54,[]
9254,90.820502,18.64.141.129,10.200.52.16,TCP,1494,[]
14033,143.384353,10.200.52.16,224.0.0.251,MDNS,79,[]
13767,140.914544,18.64.141.129,10.200.52.16,TCP,1494,[]
5072,48.041099,104.18.2.161,10.200.52.16,UDP,125,[]
16219,170.890948,18.64.141.129,10.200.52.16,TCP,1494,[]
9116,90.662962,18.64.141.129,10.200.52.16,TCP,1494,[]
16597,180.859788,18.64.141.129,10.200.52.16,TCP,1494,[]
18237,200.85329,10.200.52.16,18.64.141.129,TCP,54,[]
17360,190.468524,10.200.52.16,18.64.141.129,TCP,66,[]
10088,101.142296,18.64.141.129,10.200.52.16,TCP,1494,[]
17306,184.456264,10.200.52.16,172.217.17.46,UDP,75,[]
1922,20.759611,18.64.141.129,10.200.52.16,TCP,1494,[]
15686,162.015953,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
11252,110.948285,10.200.52.16,18.64.141.129,TCP,66,[]
15186,160.793015,18.64.141.129,10.200.52.16,TCP,1494,[]
11813,120.807959,18.64.141.129,10.200.52.16,TCP,1494,[]
6071,51.100533,8.8.4.4,10.200.52.16,TCP,60,[]
19062,210.871809,18.64.141.129,10.200.52.16,TCP,1494,[]
11392,111.068253,10.200.52.16,18.64.141.129,TCP,54,[]
3852,40.596889,10.200.52.16,18.64.141.129,TCP,66,[]
3939,40.89995,18.64.141.129,10.200.52.16,TCP,1494,[]
6693,60.431944,10.200.52.16,18.64.141.129,TCP,54,[]
19721,220.529172,18.64.141.129,10.200.52.16,TCP,1494,[]
14766,150.9575,18.64.141.129,10.200.52.16,TCP,1494,[]
8887,81.26611,18.64.141.129,10.200.52.16,TCP,1494,[]
17695,191.235618,18.64.141.129,10.200.52.16,TCP,1494,[]
14954,160.335164,10.200.52.16,18.64.141.129,TCP,54,[]
5924,51.055757,10.200.52.16,18.64.141.129,TCP,54,[]
3608,31.066252,18.64.141.129,10.200.52.16,TCP,1494,[]
13554,140.758764,18.64.141.129,10.200.52.16,TCP,1494,[]
1321,10.786611,18.64.141.129,10.200.52.16,TCP,1494,[]
13303,140.44945,18.64.141.129,10.200.52.16,TCP,1494,[]
10012,101.010623,18.64.141.129,10.200.52.16,TCP,1494,[]
12444,130.927552,10.200.52.16,18.64.141.129,TCP,66,[]
19120,210.903585,18.64.141.129,10.200.52.16,TCP,1494,[]
169,0.410758,10.200.52.16,18.64.141.129,TCP,74,[]
19714,220.5222,10.200.52.16,18.64.141.129,TCP,90,[]
7137,60.901877,18.64.141.129,10.200.52.16,TCP,1494,[]
5550,50.84223,18.64.141.129,10.200.52.16,TCP,1494,[]
16934,181.164649,18.64.141.129,10.200.52.16,TCP,1494,[]
15287,160.805254,18.64.141.129,10.200.52.16,TCP,1494,[]
14667,150.947827,10.200.52.16,18.64.141.129,TCP,90,[]
399,0.704994,10.200.52.16,18.64.141.129,TCP,74,[]
13043,131.290471,18.64.141.129,10.200.52.16,TCP,1494,[]
6382,53.028831,104.18.2.161,10.200.52.16,UDP,67,[]
150,0.409692,18.64.141.129,10.200.52.16,TCP,1494,[]
3070,30.739327,18.64.141.129,10.200.52.16,TCP,1494,[]
11887,120.942865,18.64.141.129,10.200.52.16,TCP,1494,[]
95,0.404174,18.64.141.129,10.200.52.16,TCP,1494,[]
